"No.","Time","Source","Destination","Protocol","Length","Info"
"212","116.388634607","157.240.0.60","10.0.2.15","TLSv1.2","774","Application Data, Application Data"
"215","116.574415778","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=50837 Ack=2462 Win=65535 Len=0"
"217","116.626262796","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=50837 Ack=2565 Win=65535 Len=0"
"218","116.789495701","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"220","118.921517183","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"226","122.035659901","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"228","131.615518281","157.240.0.60","10.0.2.15","TCP","1514","443  >  33122 [ACK] Seq=51081 Ack=2565 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"230","131.615868815","157.240.0.60","10.0.2.15","TLSv1.2","107","Application Data"
"232","131.617412357","157.240.0.60","10.0.2.15","TCP","1446","443  >  33122 [PSH, ACK] Seq=52594 Ack=2565 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"234","131.617661951","157.240.0.60","10.0.2.15","TLSv1.2","1257","Application Data"
"236","131.624455962","157.240.0.60","10.0.2.15","TLSv1.2","2838","Application Data"
"238","131.627530793","157.240.0.60","10.0.2.15","TLSv1.2","1350","Application Data"
"241","131.705145013","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=59269 Ack=2656 Win=65535 Len=0"
"243","132.674058234","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=59269 Ack=2726 Win=65535 Len=0"
"244","132.833293200","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"247","133.982751268","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=59341 Ack=2829 Win=65535 Len=0"
"248","134.147710917","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"250","137.928422733","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"252","141.291824551","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"255","146.137097041","157.240.0.60","10.0.2.15","TCP","1514","443  >  33122 [ACK] Seq=59585 Ack=2829 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"257","146.137321483","157.240.0.60","10.0.2.15","TLSv1.2","107","Application Data"
"259","146.138963721","157.240.0.60","10.0.2.15","TCP","1446","443  >  33122 [PSH, ACK] Seq=61098 Ack=2829 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"261","146.139290335","157.240.0.60","10.0.2.15","TLSv1.2","1257","Application Data"
"263","146.143362596","157.240.0.60","10.0.2.15","TLSv1.2","2838","Application Data"
"265","146.148409666","157.240.0.60","10.0.2.15","TLSv1.2","1350","Application Data"
"268","146.286657792","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=67773 Ack=2920 Win=65535 Len=0"
"274","151.278433057","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"277","152.798597036","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=67850 Ack=2984 Win=65535 Len=0"
"279","156.252379541","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=67850 Ack=3054 Win=65535 Len=0"
"280","156.411718866","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"285","158.286398699","157.240.0.60","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 443  >  50174 [ACK] Seq=1239 Ack=2903 Win=65535 Len=0"
"286","161.938328944","157.240.0.60","10.0.2.15","TCP","1514","443  >  33122 [ACK] Seq=67922 Ack=3054 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"288","161.938755275","157.240.0.60","10.0.2.15","TLSv1.2","107","Application Data"
"290","161.940280382","157.240.0.60","10.0.2.15","TCP","1446","443  >  33122 [PSH, ACK] Seq=69435 Ack=3054 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"292","161.940628306","157.240.0.60","10.0.2.15","TLSv1.2","1257","Application Data"
"294","161.949720830","157.240.0.60","10.0.2.15","TLSv1.2","2838","Application Data"
"296","161.950059196","157.240.0.60","10.0.2.15","TLSv1.2","1350","Application Data"
"299","162.164464502","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=76110 Ack=3145 Win=65535 Len=0"
"304","176.164709501","157.240.0.60","10.0.2.15","TCP","1514","443  >  33122 [ACK] Seq=76110 Ack=3145 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"306","176.165073746","157.240.0.60","10.0.2.15","TLSv1.2","107","Application Data"
"308","176.165816182","157.240.0.60","10.0.2.15","TCP","1446","443  >  33122 [PSH, ACK] Seq=77623 Ack=3145 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"310","176.167255878","157.240.0.60","10.0.2.15","TLSv1.2","1257","Application Data"
"312","176.170152738","157.240.0.60","10.0.2.15","TCP","1446","443  >  33122 [PSH, ACK] Seq=80218 Ack=3145 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"314","176.170425186","157.240.0.60","10.0.2.15","TCP","1446","443  >  33122 [PSH, ACK] Seq=81610 Ack=3145 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"316","176.175734256","157.240.0.60","10.0.2.15","TLSv1.2","1356","Application Data"
"318","176.177482102","157.240.0.60","10.0.2.15","TCP","1446","443  >  33122 [PSH, ACK] Seq=84304 Ack=3145 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"320","176.177851887","157.240.0.60","10.0.2.15","TLSv1.2","646","Application Data, Application Data"
"323","176.410848738","157.240.0.60","10.0.2.15","TCP","60","443  >  33122 [ACK] Seq=86288 Ack=3236 Win=65535 Len=0"
"324","176.823379563","157.240.0.60","10.0.2.15","TLSv1.3","93","Application Data"
"326","176.823909469","157.240.0.60","10.0.2.15","TCP","60","443  >  50174 [FIN, ACK] Seq=1278 Ack=2903 Win=65535 Len=0"
"328","176.824029204","157.240.0.60","10.0.2.15","TCP","60","[TCP Retransmission] 443  >  50174 [FIN, ACK] Seq=1278 Ack=2904 Win=65535 Len=0"
