"No.","Time","Source","Destination","Protocol","Length","Info"
"25","18.749965060","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"26","18.750714717","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=797 Ack=350 Win=65535 Len=0"
"27","21.659654005","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"28","21.660104417","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=797 Ack=420 Win=65535 Len=0"
"29","21.829368545","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"30","21.829416965","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=420 Ack=869 Win=64022 Len=0"
"31","22.086624714","10.0.2.15","157.240.0.60","TLSv1.2","118","Application Data"
"32","22.087045521","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=869 Ack=484 Win=65535 Len=0"
"33","28.109472516","157.240.0.60","10.0.2.15","TLSv1.2","301","Application Data"
"34","28.109560010","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=484 Ack=1116 Win=64022 Len=0"
"35","28.434188449","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"36","28.435698183","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=1116 Ack=575 Win=65535 Len=0"
"41","38.272256173","157.240.0.60","10.0.2.15","TLSv1.2","317","Application Data"
"42","38.272332636","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=575 Ack=1379 Win=64022 Len=0"
"43","38.610461788","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"44","38.611255814","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=1379 Ack=666 Win=65535 Len=0"
"51","47.162908909","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"52","47.163461562","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=1379 Ack=736 Win=65535 Len=0"
"53","47.355095597","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"54","47.355141954","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=736 Ack=1451 Win=64022 Len=0"
"55","48.183709930","157.240.0.60","10.0.2.15","TLSv1.2","301","Application Data"
"56","48.183850102","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=736 Ack=1698 Win=64022 Len=0"
"57","48.503221031","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"58","48.504198830","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=1698 Ack=827 Win=65535 Len=0"
"70","59.675856121","157.240.0.60","10.0.2.15","TLSv1.2","301","Application Data"
"71","59.676006372","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=827 Ack=1945 Win=64022 Len=0"
"72","60.011534613","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"73","60.012685826","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=1945 Ack=918 Win=65535 Len=0"
"74","69.201389517","157.240.0.60","10.0.2.15","TLSv1.2","317","Application Data"
"75","69.201473144","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=918 Ack=2208 Win=64022 Len=0"
"76","69.602245523","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"77","69.602992470","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=2208 Ack=1009 Win=65535 Len=0"
"78","70.115284470","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"79","70.115779626","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=2208 Ack=1079 Win=65535 Len=0"
"80","70.334403846","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"81","70.334496740","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1079 Ack=2280 Win=64022 Len=0"
"84","78.164930441","157.240.0.60","10.0.2.15","TLSv1.2","333","Application Data"
"85","78.164974383","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1079 Ack=2559 Win=64022 Len=0"
"86","78.539738002","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"87","78.540541925","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=2559 Ack=1170 Win=65535 Len=0"
"115","88.373139679","157.240.0.60","10.0.2.15","TLSv1.2","333","Application Data"
"116","88.373219458","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1170 Ack=2838 Win=64022 Len=0"
"117","88.803847579","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"118","88.804568918","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=2838 Ack=1261 Win=65535 Len=0"
"121","93.826473217","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"122","93.827421761","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=2838 Ack=1331 Win=65535 Len=0"
"123","93.996096175","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"124","93.996143514","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1331 Ack=2910 Win=64022 Len=0"
"125","98.084325983","157.240.0.60","10.0.2.15","TLSv1.2","317","Application Data"
"126","98.084479680","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1331 Ack=3173 Win=64022 Len=0"
"127","98.423009697","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"128","98.423958416","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=3173 Ack=1422 Win=65535 Len=0"
"142","108.071769417","157.240.0.60","10.0.2.15","TLSv1.2","317","Application Data"
"143","108.071870345","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1422 Ack=3436 Win=64022 Len=0"
"144","108.487443759","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"145","108.488083525","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=3436 Ack=1513 Win=65535 Len=0"
"146","115.490276813","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"147","115.490827203","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=3436 Ack=1583 Win=65535 Len=0"
"148","115.660524070","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"149","115.660562973","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1583 Ack=3508 Win=64022 Len=0"
"150","118.270565491","157.240.0.60","10.0.2.15","TLSv1.2","317","Application Data"
"151","118.270629410","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1583 Ack=3771 Win=64022 Len=0"
"152","118.761507627","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"153","118.762025826","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=3771 Ack=1674 Win=65535 Len=0"
"158","128.327843453","157.240.0.60","10.0.2.15","TLSv1.2","317","Application Data"
"159","128.328000346","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1674 Ack=4034 Win=64022 Len=0"
"161","128.732584636","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"162","128.733063462","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4034 Ack=1765 Win=65535 Len=0"
"168","133.201918452","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"169","133.202406915","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4034 Ack=1835 Win=65535 Len=0"
"170","133.369698650","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"171","133.369741240","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1835 Ack=4106 Win=64022 Len=0"
"174","138.481068718","157.240.0.60","10.0.2.15","TLSv1.2","301","Application Data"
"175","138.481214360","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1835 Ack=4353 Win=64022 Len=0"
"176","138.900860407","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"177","138.901815583","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4353 Ack=1926 Win=65535 Len=0"
"201","148.335342331","157.240.0.60","10.0.2.15","TLSv1.2","317","Application Data"
"202","148.335408886","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1926 Ack=4616 Win=64022 Len=0"
"203","148.755934317","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"204","148.756618266","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4616 Ack=2017 Win=65535 Len=0"
"303","158.758215304","157.240.0.60","10.0.2.15","TLSv1.2","301","Application Data"
"304","158.758379932","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=2017 Ack=4863 Win=64022 Len=0"
"305","159.217968574","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"306","159.218597789","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4863 Ack=2108 Win=65535 Len=0"
"307","159.230672412","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"308","159.231221403","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4863 Ack=2178 Win=65535 Len=0"
"309","159.400446115","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"310","159.400506017","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=2178 Ack=4935 Win=64022 Len=0"
"311","162.365818572","157.240.0.60","10.0.2.15","TLSv1.2","142","Application Data"
"312","162.365967019","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=2178 Ack=5023 Win=64022 Len=0"
"313","162.370661094","10.0.2.15","157.240.0.60","TLSv1.2","126","Application Data"
"314","162.371142504","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5023 Ack=2250 Win=65535 Len=0"
"317","168.126967371","157.240.0.60","10.0.2.15","TLSv1.2","301","Application Data"
"318","168.167595197","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=2250 Ack=5270 Win=64022 Len=0"
"319","168.813391691","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"320","168.814043520","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5270 Ack=2341 Win=65535 Len=0"
"321","169.249146670","10.0.2.15","157.240.0.60","TLSv1.2","1974","Application Data"
"322","169.250418464","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5270 Ack=3801 Win=65535 Len=0"
"323","169.250419616","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5270 Ack=4261 Win=65535 Len=0"
"324","169.421202874","157.240.0.60","10.0.2.15","TLSv1.2","118","Application Data"
"325","169.421242888","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=4261 Ack=5334 Win=64022 Len=0"
"335","169.523443603","10.0.2.15","157.240.0.60","TCP","74","40110  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2768990108 TSecr=0 WS=128"
"336","169.591802388","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"337","169.591904659","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"338","169.592488059","10.0.2.15","157.240.0.60","TLSv1.3","571","Client Hello"
"339","169.592982263","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"340","169.658865059","157.240.0.60","10.0.2.15","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"341","169.658908500","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=518 Ack=213 Win=64028 Len=0"
"342","169.664440601","10.0.2.15","157.240.0.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"343","169.664757413","10.0.2.15","157.240.0.60","TLSv1.3","152","Application Data"
"344","169.664929515","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=213 Ack=582 Win=65535 Len=0"
"345","169.665044189","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=213 Ack=680 Win=65535 Len=0"
"346","169.665659540","10.0.2.15","157.240.0.60","TLSv1.3","516","Application Data"
"347","169.665850627","10.0.2.15","157.240.0.60","TLSv1.3","908","Application Data"
"348","169.665970952","10.0.2.15","157.240.0.60","TLSv1.3","1032","Application Data, Application Data"
"349","169.666034040","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=213 Ack=1142 Win=65535 Len=0"
"350","169.666034270","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=213 Ack=1996 Win=65535 Len=0"
"351","169.668992180","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=213 Ack=2974 Win=65535 Len=0"
"352","169.735164967","157.240.0.60","10.0.2.15","TLSv1.3","299","Application Data, Application Data"
"353","169.735165478","157.240.0.60","10.0.2.15","TLSv1.3","98","Application Data"
"354","169.735376082","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=2974 Ack=502 Win=64028 Len=0"
"355","169.735700068","10.0.2.15","157.240.0.60","TLSv1.3","85","Application Data"
"356","169.736075961","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=502 Ack=3005 Win=65535 Len=0"
"357","169.737660162","157.240.0.60","10.0.2.15","TLSv1.3","89","Application Data"
"358","169.779587778","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=3005 Ack=537 Win=64028 Len=0"
"359","169.798914776","157.240.0.60","10.0.2.15","TLSv1.3","736","Application Data"
"360","169.799036864","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=3005 Ack=1219 Win=64028 Len=0"
"361","169.832416782","157.240.0.60","10.0.2.15","TLSv1.3","294","Application Data"
"362","169.832465894","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=3005 Ack=1459 Win=64028 Len=0"
"363","170.100288458","10.0.2.15","157.240.0.60","TLSv1.3","177","Application Data"
"364","170.100465399","10.0.2.15","157.240.0.60","TLSv1.3","908","Application Data"
"365","170.100964192","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=1459 Ack=3128 Win=65535 Len=0"
"366","170.100964422","157.240.0.60","10.0.2.15","TCP","60","443  >  40110 [ACK] Seq=1459 Ack=3982 Win=65535 Len=0"
"367","170.168810897","157.240.0.60","10.0.2.15","TLSv1.3","89","Application Data"
"368","170.168848768","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=3982 Ack=1494 Win=64028 Len=0"
"369","170.188532994","157.240.0.60","10.0.2.15","TLSv1.3","279","Application Data"
"370","170.188615238","10.0.2.15","157.240.0.60","TCP","54","40110  >  443 [ACK] Seq=3982 Ack=1719 Win=64028 Len=0"
"371","179.769982718","157.240.0.60","10.0.2.15","TLSv1.2","333","Application Data"
"372","179.770064320","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=4261 Ack=5613 Win=64022 Len=0"
"373","180.289221537","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"374","180.290698618","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5613 Ack=4352 Win=65535 Len=0"
